License Plate,Transaction Type,Description,Value,Customer,Segment,Contract Duration
SLQ-576,Rental,Rental of FIAT-MOBI LIKE 1.0 FLEX,1586,customer_4,mining,24
SLQ-576,Rental,Rental of FIAT-MOBI LIKE 1.0 FLEX,1586,customer_4,mining,24
SLQ-576,Rental,Rental of FIAT-MOBI LIKE 1.0 FLEX,1586,customer_4,mining,24
SLQ-576,Rental,Rental of FIAT-MOBI LIKE 1.0 FLEX,1586,customer_4,mining,24
SLQ-576,Rental,Rental of FIAT-MOBI LIKE 1.0 FLEX,1586,customer_4,mining,24
SLQ-576,Rental,Rental of FIAT-MOBI LIKE 1.0 FLEX,1586,customer_4,mining,24
SLQ-576,Rental,Rental of FIAT-MOBI LIKE 1.0 FLEX,1586,customer_4,mining,24
SLQ-576,Rental,Rental of FIAT-MOBI LIKE 1.0 FLEX,1586,customer_4,mining,24
SLQ-576,Rental,Rental of FIAT-MOBI LIKE 1.0 FLEX,1586,customer_4,mining,24
SLQ-576,Rental,Rental of FIAT-MOBI LIKE 1.0 FLEX,1586,customer_4,mining,24
SLQ-576,Rental,Rental of FIAT-MOBI LIKE 1.0 FLEX,1586,customer_4,mining,24
SLQ-576,Rental,Rental of FIAT-MOBI LIKE 1.0 FLEX,1586,customer_4,mining,24
SLQ-576,Rental,Rental of FIAT-MOBI LIKE 1.0 FLEX,1586,customer_4,mining,24
SLQ-576,Rental,Rental of FIAT-MOBI LIKE 1.0 FLEX,1586,customer_4,mining,24
SLQ-576,Rental,Rental of FIAT-MOBI LIKE 1.0 FLEX,1586,customer_4,mining,24
SLQ-576,Rental,Rental of FIAT-MOBI LIKE 1.0 FLEX,1586,customer_4,mining,24
SLQ-576,Sale,Sale of FIAT-MOBI LIKE 1.0 FLEX,23569,customer_4,mining,24
KKY-177,Purchase,Purchase of VW-GOL TREND 1.6 FLEX 4P,-34083,customer_4,mining,24
KKY-177,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_4,mining,24
KKY-177,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_4,mining,24
KKY-177,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_4,mining,24
KKY-177,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_4,mining,24
KKY-177,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_4,mining,24
KKY-177,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_4,mining,24
KKY-177,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_4,mining,24
KKY-177,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_4,mining,24
KKY-177,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_4,mining,24
KKY-177,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_4,mining,24
KKY-177,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_4,mining,24
KKY-177,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_4,mining,24
KKY-177,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_4,mining,24
KKY-177,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_4,mining,24
KKY-177,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_4,mining,24
KKY-177,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_4,mining,24
KKY-177,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_4,mining,24
KKY-177,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_4,mining,24
KKY-177,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_4,mining,24
KKY-177,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_4,mining,24
KKY-177,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_4,mining,24
KKY-177,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_4,mining,24
KKY-177,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_4,mining,24
KKY-177,Rental,Rental of VW-GOL TREND 1.6 FLEX 4P,1126,customer_4,mining,24
KKY-177,Sale,Sale of VW-GOL TREND 1.6 FLEX 4P,18368,customer_4,mining,24
MUS-169,Purchase,Purchase of FIAT-NOVA STRADA ENDURANCE CS 1.4,-81702,customer_4,mining,24
MUS-169,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,2700,customer_4,mining,24
MUS-169,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,2700,customer_4,mining,24
MUS-169,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,2700,customer_4,mining,24
MUS-169,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,2700,customer_4,mining,24
MUS-169,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,2700,customer_4,mining,24
MUS-169,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,2700,customer_4,mining,24
MUS-169,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,2700,customer_4,mining,24
MUS-169,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,2700,customer_4,mining,24
MUS-169,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,2700,customer_4,mining,24
MUS-169,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,2700,customer_4,mining,24
MUS-169,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,2700,customer_4,mining,24
MUS-169,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,2700,customer_4,mining,24
MUS-169,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,2700,customer_4,mining,24
MUS-169,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,2700,customer_4,mining,24
MUS-169,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,2700,customer_4,mining,24
MUS-169,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,2700,customer_4,mining,24
MUS-169,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,2700,customer_4,mining,24
MUS-169,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,2700,customer_4,mining,24
MUS-169,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,2700,customer_4,mining,24
MUS-169,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,2700,customer_4,mining,24
MUS-169,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,2700,customer_4,mining,24
MUS-169,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,2700,customer_4,mining,24
MUS-169,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,2700,customer_4,mining,24
MUS-169,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,2700,customer_4,mining,24
MUS-169,Sale,Sale of FIAT-NOVA STRADA ENDURANCE CS 1.4,36220,customer_4,mining,24
QPA-746,Purchase,Purchase of RENAULT-SANDERO AUTHENTIQUE 1.0 FLEX,-52000,customer_4,mining,24
QPA-746,Rental,Rental of RENAULT-SANDERO AUTHENTIQUE 1.0 FLEX,1718,customer_4,mining,24
QPA-746,Rental,Rental of RENAULT-SANDERO AUTHENTIQUE 1.0 FLEX,1718,customer_4,mining,24
QPA-746,Rental,Rental of RENAULT-SANDERO AUTHENTIQUE 1.0 FLEX,1718,customer_4,mining,24
QPA-746,Rental,Rental of RENAULT-SANDERO AUTHENTIQUE 1.0 FLEX,1718,customer_4,mining,24
QPA-746,Rental,Rental of RENAULT-SANDERO AUTHENTIQUE 1.0 FLEX,1718,customer_4,mining,24
QPA-746,Rental,Rental of RENAULT-SANDERO AUTHENTIQUE 1.0 FLEX,1718,customer_4,mining,24
QPA-746,Rental,Rental of RENAULT-SANDERO AUTHENTIQUE 1.0 FLEX,1718,customer_4,mining,24
QPA-746,Rental,Rental of RENAULT-SANDERO AUTHENTIQUE 1.0 FLEX,1718,customer_4,mining,24
QPA-746,Rental,Rental of RENAULT-SANDERO AUTHENTIQUE 1.0 FLEX,1718,customer_4,mining,24
QPA-746,Rental,Rental of RENAULT-SANDERO AUTHENTIQUE 1.0 FLEX,1718,customer_4,mining,24
QPA-746,Rental,Rental of RENAULT-SANDERO AUTHENTIQUE 1.0 FLEX,1718,customer_4,mining,24
QPA-746,Rental,Rental of RENAULT-SANDERO AUTHENTIQUE 1.0 FLEX,1718,customer_4,mining,24
QPA-746,Rental,Rental of RENAULT-SANDERO AUTHENTIQUE 1.0 FLEX,1718,customer_4,mining,24
QPA-746,Rental,Rental of RENAULT-SANDERO AUTHENTIQUE 1.0 FLEX,1718,customer_4,mining,24
QPA-746,Rental,Rental of RENAULT-SANDERO AUTHENTIQUE 1.0 FLEX,1718,customer_4,mining,24
QPA-746,Rental,Rental of RENAULT-SANDERO AUTHENTIQUE 1.0 FLEX,1718,customer_4,mining,24
QPA-746,Rental,Rental of RENAULT-SANDERO AUTHENTIQUE 1.0 FLEX,1718,customer_4,mining,24
QPA-746,Rental,Rental of RENAULT-SANDERO AUTHENTIQUE 1.0 FLEX,1718,customer_4,mining,24
QPA-746,Rental,Rental of RENAULT-SANDERO AUTHENTIQUE 1.0 FLEX,1718,customer_4,mining,24
QPA-746,Rental,Rental of RENAULT-SANDERO AUTHENTIQUE 1.0 FLEX,1718,customer_4,mining,24
QPA-746,Rental,Rental of RENAULT-SANDERO AUTHENTIQUE 1.0 FLEX,1718,customer_4,mining,24
QPA-746,Rental,Rental of RENAULT-SANDERO AUTHENTIQUE 1.0 FLEX,1718,customer_4,mining,24
QPA-746,Rental,Rental of RENAULT-SANDERO AUTHENTIQUE 1.0 FLEX,1718,customer_4,mining,24
QPA-746,Rental,Rental of RENAULT-SANDERO AUTHENTIQUE 1.0 FLEX,1718,customer_4,mining,24
QPA-746,Sale,Sale of RENAULT-SANDERO AUTHENTIQUE 1.0 FLEX,28575,customer_4,mining,24
QBJ-395,Purchase,Purchase of SAVEIRO CS RB MPI,-82245,customer_4,other,8
QBJ-395,Rental,Rental of SAVEIRO CS RB MPI,2268,customer_4,other,8
QBJ-395,Rental,Rental of SAVEIRO CS RB MPI,2268,customer_4,other,8
QBJ-395,Rental,Rental of SAVEIRO CS RB MPI,2268,customer_4,other,8
QBJ-395,Rental,Rental of SAVEIRO CS RB MPI,2268,customer_4,other,8
QBJ-395,Rental,Rental of SAVEIRO CS RB MPI,2268,customer_4,other,8
QBJ-395,Rental,Rental of SAVEIRO CS RB MPI,2268,customer_4,other,8
QBJ-395,Rental,Rental of SAVEIRO CS RB MPI,2268,customer_4,other,8
QBJ-395,Rental,Rental of SAVEIRO CS RB MPI,2268,customer_4,other,8
QBJ-395,Sale,Sale of SAVEIRO CS RB MPI,57728,customer_4,other,8
KEN-539,Purchase,Purchase of TOYOTA-COROLLA XEi 2.0 FLEX,-90000,customer_5,engineering,14
KEN-539,Rental,Rental of TOYOTA-COROLLA XEi 2.0 FLEX,3308,customer_5,engineering,14
KEN-539,Rental,Rental of TOYOTA-COROLLA XEi 2.0 FLEX,3308,customer_5,engineering,14
KEN-539,Rental,Rental of TOYOTA-COROLLA XEi 2.0 FLEX,3308,customer_5,engineering,14
KEN-539,Rental,Rental of TOYOTA-COROLLA XEi 2.0 FLEX,3308,customer_5,engineering,14
KEN-539,Rental,Rental of TOYOTA-COROLLA XEi 2.0 FLEX,3308,customer_5,engineering,14
KEN-539,Rental,Rental of TOYOTA-COROLLA XEi 2.0 FLEX,3308,customer_5,engineering,14
KEN-539,Rental,Rental of TOYOTA-COROLLA XEi 2.0 FLEX,3308,customer_5,engineering,14
KEN-539,Rental,Rental of TOYOTA-COROLLA XEi 2.0 FLEX,3308,customer_5,engineering,14
KEN-539,Rental,Rental of TOYOTA-COROLLA XEi 2.0 FLEX,3308,customer_5,engineering,14
KEN-539,Rental,Rental of TOYOTA-COROLLA XEi 2.0 FLEX,3308,customer_5,engineering,14
KEN-539,Rental,Rental of TOYOTA-COROLLA XEi 2.0 FLEX,3308,customer_5,engineering,14
KEN-539,Rental,Rental of TOYOTA-COROLLA XEi 2.0 FLEX,3308,customer_5,engineering,14
KEN-539,Rental,Rental of TOYOTA-COROLLA XEi 2.0 FLEX,3308,customer_5,engineering,14
KEN-539,Rental,Rental of TOYOTA-COROLLA XEi 2.0 FLEX,3308,customer_5,engineering,14
KEN-539,Sale,Sale of TOYOTA-COROLLA XEi 2.0 FLEX,67435,customer_5,engineering,14
ZQV-379,Purchase,Purchase of SAVEIRO CS RB MPI,-82245,customer_5,engineering,14
ZQV-379,Rental,Rental of SAVEIRO CS RB MPI,3023,customer_5,engineering,14
ZQV-379,Rental,Rental of SAVEIRO CS RB MPI,3023,customer_5,engineering,14
ZQV-379,Rental,Rental of SAVEIRO CS RB MPI,3023,customer_5,engineering,14
ZQV-379,Rental,Rental of SAVEIRO CS RB MPI,3023,customer_5,engineering,14
ZQV-379,Rental,Rental of SAVEIRO CS RB MPI,3023,customer_5,engineering,14
ZQV-379,Rental,Rental of SAVEIRO CS RB MPI,3023,customer_5,engineering,14
ZQV-379,Rental,Rental of SAVEIRO CS RB MPI,3023,customer_5,engineering,14
ZQV-379,Rental,Rental of SAVEIRO CS RB MPI,3023,customer_5,engineering,14
ZQV-379,Rental,Rental of SAVEIRO CS RB MPI,3023,customer_5,engineering,14
ZQV-379,Rental,Rental of SAVEIRO CS RB MPI,3023,customer_5,engineering,14
ZQV-379,Rental,Rental of SAVEIRO CS RB MPI,3023,customer_5,engineering,14
ZQV-379,Rental,Rental of SAVEIRO CS RB MPI,3023,customer_5,engineering,14
ZQV-379,Rental,Rental of SAVEIRO CS RB MPI,3023,customer_5,engineering,14
ZQV-379,Rental,Rental of SAVEIRO CS RB MPI,3023,customer_5,engineering,14
ZQV-379,Sale,Sale of SAVEIRO CS RB MPI,53551,customer_5,engineering,14
AXL-282,Purchase,Purchase of DUSTER OROCH EXPRESS 1.6 SCE,-88606,customer_5,engineering,14
AXL-282,Rental,Rental of DUSTER OROCH EXPRESS 1.6 SCE,3257,customer_5,engineering,14
AXL-282,Rental,Rental of DUSTER OROCH EXPRESS 1.6 SCE,3257,customer_5,engineering,14
AXL-282,Rental,Rental of DUSTER OROCH EXPRESS 1.6 SCE,3257,customer_5,engineering,14
AXL-282,Rental,Rental of DUSTER OROCH EXPRESS 1.6 SCE,3257,customer_5,engineering,14
AXL-282,Rental,Rental of DUSTER OROCH EXPRESS 1.6 SCE,3257,customer_5,engineering,14
AXL-282,Rental,Rental of DUSTER OROCH EXPRESS 1.6 SCE,3257,customer_5,engineering,14
AXL-282,Rental,Rental of DUSTER OROCH EXPRESS 1.6 SCE,3257,customer_5,engineering,14
AXL-282,Rental,Rental of DUSTER OROCH EXPRESS 1.6 SCE,3257,customer_5,engineering,14
AXL-282,Rental,Rental of DUSTER OROCH EXPRESS 1.6 SCE,3257,customer_5,engineering,14
AXL-282,Rental,Rental of DUSTER OROCH EXPRESS 1.6 SCE,3257,customer_5,engineering,14
AXL-282,Rental,Rental of DUSTER OROCH EXPRESS 1.6 SCE,3257,customer_5,engineering,14
AXL-282,Rental,Rental of DUSTER OROCH EXPRESS 1.6 SCE,3257,customer_5,engineering,14
AXL-282,Rental,Rental of DUSTER OROCH EXPRESS 1.6 SCE,3257,customer_5,engineering,14
AXL-282,Rental,Rental of DUSTER OROCH EXPRESS 1.6 SCE,3257,customer_5,engineering,14
AXL-282,Sale,Sale of DUSTER OROCH EXPRESS 1.6 SCE,64036,customer_5,engineering,14
FXV-017,Purchase,Purchase of HONDA-CIVIC LX 2.0 FLEX,-95000,customer_5,engineering,14
FXV-017,Rental,Rental of HONDA-CIVIC LX 2.0 FLEX,3492,customer_5,engineering,14
FXV-017,Rental,Rental of HONDA-CIVIC LX 2.0 FLEX,3492,customer_5,engineering,14
FXV-017,Rental,Rental of HONDA-CIVIC LX 2.0 FLEX,3492,customer_5,engineering,14
FXV-017,Rental,Rental of HONDA-CIVIC LX 2.0 FLEX,3492,customer_5,engineering,14
FXV-017,Rental,Rental of HONDA-CIVIC LX 2.0 FLEX,3492,customer_5,engineering,14
FXV-017,Rental,Rental of HONDA-CIVIC LX 2.0 FLEX,3492,customer_5,engineering,14
FXV-017,Rental,Rental of HONDA-CIVIC LX 2.0 FLEX,3492,customer_5,engineering,14
FXV-017,Rental,Rental of HONDA-CIVIC LX 2.0 FLEX,3492,customer_5,engineering,14
FXV-017,Rental,Rental of HONDA-CIVIC LX 2.0 FLEX,3492,customer_5,engineering,14
FXV-017,Rental,Rental of HONDA-CIVIC LX 2.0 FLEX,3492,customer_5,engineering,14
FXV-017,Rental,Rental of HONDA-CIVIC LX 2.0 FLEX,3492,customer_5,engineering,14
FXV-017,Rental,Rental of HONDA-CIVIC LX 2.0 FLEX,3492,customer_5,engineering,14
FXV-017,Rental,Rental of HONDA-CIVIC LX 2.0 FLEX,3492,customer_5,engineering,14
FXV-017,Rental,Rental of HONDA-CIVIC LX 2.0 FLEX,3492,customer_5,engineering,14
FXV-017,Sale,Sale of HONDA-CIVIC LX 2.0 FLEX,67085,customer_5,engineering,14
VGL-876,Purchase,Purchase of FIAT-NOVA STRADA ENDURANCE CS 1.4,-81702,customer_5,engineering,14
VGL-876,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,3003,customer_5,engineering,14
VGL-876,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,3003,customer_5,engineering,14
VGL-876,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,3003,customer_5,engineering,14
VGL-876,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,3003,customer_5,engineering,14
VGL-876,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,3003,customer_5,engineering,14
VGL-876,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,3003,customer_5,engineering,14
VGL-876,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,3003,customer_5,engineering,14
VGL-876,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,3003,customer_5,engineering,14
VGL-876,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,3003,customer_5,engineering,14
VGL-876,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,3003,customer_5,engineering,14
VGL-876,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,3003,customer_5,engineering,14
VGL-876,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,3003,customer_5,engineering,14
VGL-876,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,3003,customer_5,engineering,14
VGL-876,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,3003,customer_5,engineering,14
VGL-876,Sale,Sale of FIAT-NOVA STRADA ENDURANCE CS 1.4,60776,customer_5,engineering,14
HYL-319,Purchase,Purchase of TOYOTA-HILUX CS 4X4,-172298,customer_5,engineering,14
HYL-319,Rental,Rental of TOYOTA-HILUX CS 4X4,6333,customer_5,engineering,14
HYL-319,Rental,Rental of TOYOTA-HILUX CS 4X4,6333,customer_5,engineering,14
HYL-319,Rental,Rental of TOYOTA-HILUX CS 4X4,6333,customer_5,engineering,14
HYL-319,Rental,Rental of TOYOTA-HILUX CS 4X4,6333,customer_5,engineering,14
HYL-319,Rental,Rental of TOYOTA-HILUX CS 4X4,6333,customer_5,engineering,14
HYL-319,Rental,Rental of TOYOTA-HILUX CS 4X4,6333,customer_5,engineering,14
HYL-319,Rental,Rental of TOYOTA-HILUX CS 4X4,6333,customer_5,engineering,14
HYL-319,Rental,Rental of TOYOTA-HILUX CS 4X4,6333,customer_5,engineering,14
HYL-319,Rental,Rental of TOYOTA-HILUX CS 4X4,6333,customer_5,engineering,14
HYL-319,Rental,Rental of TOYOTA-HILUX CS 4X4,6333,customer_5,engineering,14
HYL-319,Rental,Rental of TOYOTA-HILUX CS 4X4,6333,customer_5,engineering,14
HYL-319,Rental,Rental of TOYOTA-HILUX CS 4X4,6333,customer_5,engineering,14
HYL-319,Rental,Rental of TOYOTA-HILUX CS 4X4,6333,customer_5,engineering,14
HYL-319,Rental,Rental of TOYOTA-HILUX CS 4X4,6333,customer_5,engineering,14
HYL-319,Sale,Sale of TOYOTA-HILUX CS 4X4,127414,customer_5,engineering,14
RFW-520,Purchase,Purchase of HILUX CS DSL 4X4,-262854,customer_5,engineering,14
RFW-520,Rental,Rental of HILUX CS DSL 4X4,9662,customer_5,engineering,14
RFW-520,Rental,Rental of HILUX CS DSL 4X4,9662,customer_5,engineering,14
RFW-520,Rental,Rental of HILUX CS DSL 4X4,9662,customer_5,engineering,14
RFW-520,Rental,Rental of HILUX CS DSL 4X4,9662,customer_5,engineering,14
RFW-520,Rental,Rental of HILUX CS DSL 4X4,9662,customer_5,engineering,14
RFW-520,Rental,Rental of HILUX CS DSL 4X4,9662,customer_5,engineering,14
RFW-520,Rental,Rental of HILUX CS DSL 4X4,9662,customer_5,engineering,14
RFW-520,Rental,Rental of HILUX CS DSL 4X4,9662,customer_5,engineering,14
RFW-520,Rental,Rental of HILUX CS DSL 4X4,9662,customer_5,engineering,14
RFW-520,Rental,Rental of HILUX CS DSL 4X4,9662,customer_5,engineering,14
RFW-520,Rental,Rental of HILUX CS DSL 4X4,9662,customer_5,engineering,14
RFW-520,Rental,Rental of HILUX CS DSL 4X4,9662,customer_5,engineering,14
RFW-520,Rental,Rental of HILUX CS DSL 4X4,9662,customer_5,engineering,14
RFW-520,Rental,Rental of HILUX CS DSL 4X4,9662,customer_5,engineering,14
RFW-520,Sale,Sale of HILUX CS DSL 4X4,182206,customer_5,engineering,14
KPB-467,Purchase,Purchase of TOYOTA-COROLLA XEi 2.0 FLEX,-90000,customer_5,engineering,14
KPB-467,Rental,Rental of TOYOTA-COROLLA XEi 2.0 FLEX,3308,customer_5,engineering,14
KPB-467,Rental,Rental of TOYOTA-COROLLA XEi 2.0 FLEX,3308,customer_5,engineering,14
KPB-467,Rental,Rental of TOYOTA-COROLLA XEi 2.0 FLEX,3308,customer_5,engineering,14
KPB-467,Rental,Rental of TOYOTA-COROLLA XEi 2.0 FLEX,3308,customer_5,engineering,14
KPB-467,Rental,Rental of TOYOTA-COROLLA XEi 2.0 FLEX,3308,customer_5,engineering,14
KPB-467,Rental,Rental of TOYOTA-COROLLA XEi 2.0 FLEX,3308,customer_5,engineering,14
KPB-467,Rental,Rental of TOYOTA-COROLLA XEi 2.0 FLEX,3308,customer_5,engineering,14
KPB-467,Rental,Rental of TOYOTA-COROLLA XEi 2.0 FLEX,3308,customer_5,engineering,14
KPB-467,Rental,Rental of TOYOTA-COROLLA XEi 2.0 FLEX,3308,customer_5,engineering,14
KPB-467,Rental,Rental of TOYOTA-COROLLA XEi 2.0 FLEX,3308,customer_5,engineering,14
KPB-467,Rental,Rental of TOYOTA-COROLLA XEi 2.0 FLEX,3308,customer_5,engineering,14
KPB-467,Rental,Rental of TOYOTA-COROLLA XEi 2.0 FLEX,3308,customer_5,engineering,14
KPB-467,Rental,Rental of TOYOTA-COROLLA XEi 2.0 FLEX,3308,customer_5,engineering,14
KPB-467,Rental,Rental of TOYOTA-COROLLA XEi 2.0 FLEX,3308,customer_5,engineering,14
KPB-467,Sale,Sale of TOYOTA-COROLLA XEi 2.0 FLEX,59350,customer_5,engineering,14
DOZ-619,Purchase,Purchase of FIAT-NOVA STRADA ENDURANCE CS 1.4,-81702,customer_5,engineering,14
DOZ-619,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,3003,customer_5,engineering,14
DOZ-619,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,3003,customer_5,engineering,14
DOZ-619,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,3003,customer_5,engineering,14
DOZ-619,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,3003,customer_5,engineering,14
DOZ-619,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,3003,customer_5,engineering,14
DOZ-619,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,3003,customer_5,engineering,14
DOZ-619,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,3003,customer_5,engineering,14
DOZ-619,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,3003,customer_5,engineering,14
DOZ-619,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,3003,customer_5,engineering,14
DOZ-619,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,3003,customer_5,engineering,14
DOZ-619,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,3003,customer_5,engineering,14
DOZ-619,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,3003,customer_5,engineering,14
DOZ-619,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,3003,customer_5,engineering,14
DOZ-619,Rental,Rental of FIAT-NOVA STRADA ENDURANCE CS 1.4,3003,customer_5,engineering,14
DOZ-619,Sale,Sale of FIAT-NOVA STRADA ENDURANCE CS 1.4,60641,customer_5,engineering,14
ZGL-842,Purchase,Purchase of FIAT - ARGO DRIVE 1.0,-64061,customer_5,engineering,14
ZGL-842,Rental,Rental of FIAT - ARGO DRIVE 1.0,2354,customer_5,engineering,14
ZGL-842,Rental,Rental of FIAT - ARGO DRIVE 1.0,2354,customer_5,engineering,14
ZGL-842,Rental,Rental of FIAT - ARGO DRIVE 1.0,2354,customer_5,engineering,14
ZGL-842,Rental,Rental of FIAT - ARGO DRIVE 1.0,2354,customer_5,engineering,14
ZGL-842,Rental,Rental of FIAT - ARGO DRIVE 1.0,2354,customer_5,engineering,14
ZGL-842,Rental,Rental of FIAT - ARGO DRIVE 1.0,2354,customer_5,engineering,14
ZGL-842,Rental,Rental of FIAT - ARGO DRIVE 1.0,2354,customer_5,engineering,14
ZGL-842,Rental,Rental of FIAT - ARGO DRIVE 1.0,2354,customer_5,engineering,14
ZGL-842,Rental,Rental of FIAT - ARGO DRIVE 1.0,2354,customer_5,engineering,14
ZGL-842,Rental,Rental of FIAT - ARGO DRIVE 1.0,2354,customer_5,engineering,14
ZGL-842,Rental,Rental of FIAT - ARGO DRIVE 1.0,2354,customer_5,engineering,14
ZGL-842,Rental,Rental of FIAT - ARGO DRIVE 1.0,2354,customer_5,engineering,14
ZGL-842,Rental,Rental of FIAT - ARGO DRIVE 1.0,2354,customer_5,engineering,14
ZGL-842,Rental,Rental of FIAT - ARGO DRIVE 1.0,2354,customer_5,engineering,14
ZGL-842,Sale,Sale of FIAT - ARGO DRIVE 1.0,46332,customer_5,engineering,14
DVO-436,Purchase,Purchase of DUSTER OROCH EXPRESS 1.6 SCE,-88606,customer_5,engineering,14
DVO-436,Rental,Rental of DUSTER OROCH EXPRESS 1.6 SCE,3257,customer_5,engineering,14
DVO-436,Rental,Rental of DUSTER OROCH EXPRESS 1.6 SCE,3257,customer_5,engineering,14
DVO-436,Rental,Rental of DUSTER OROCH EXPRESS 1.6 SCE,3257,customer_5,engineering,14
DVO-436,Rental,Rental of DUSTER OROCH EXPRESS 1.6 SCE,3257,customer_5,engineering,14
DVO-436,Rental,Rental of DUSTER OROCH EXPRESS 1.6 SCE,3257,customer_5,engineering,14
DVO-436,Rental,Rental of DUSTER OROCH EXPRESS 1.6 SCE,3257,customer_5,engineering,14
DVO-436,Rental,Rental of DUSTER OROCH EXPRESS 1.6 SCE,3257,customer_5,engineering,14
