id_customer,id_vehicle,desc_vehicle,purchase_value,selling_value,segment,contract_duration
customer_92,vehicle_6,TOYOTA-HILUX CS 4X4,172298,121364,agribusiness,18
customer_74,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,115519,agribusiness,14
customer_29,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,15164,mining,22
customer_12,vehicle_1,SAVEIRO CS RB MPI,82245,55313,energy,23
customer_61,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,61020,agribusiness,13
customer_37,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,154172,agribusiness,16
customer_69,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,67679,other,7
customer_91,vehicle_7,HILUX CS DSL 4X4,262854,181492,engineering,14
customer_75,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,64114,other,19
customer_34,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,27194,agribusiness,23
customer_82,vehicle_8,GM-S10 CABINE SIMPLES,175555,137777,other,23
customer_96,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,144696,agribusiness,12
customer_23,vehicle_6,TOYOTA-HILUX CS 4X4,172298,82366,mining,33
customer_31,vehicle_6,TOYOTA-HILUX CS 4X4,172298,115512,engineering,8
customer_88,vehicle_8,GM-S10 CABINE SIMPLES,175555,113707,energy,22
customer_10,vehicle_7,HILUX CS DSL 4X4,262854,176044,energy,25
customer_95,vehicle_8,GM-S10 CABINE SIMPLES,175555,123259,agribusiness,24
customer_71,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,111763,energy,18
customer_35,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,31423,mining,27
customer_34,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,115791,agribusiness,22
customer_26,vehicle_8,GM-S10 CABINE SIMPLES,175555,121554,engineering,10
customer_63,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,124701,energy,27
customer_1,vehicle_6,TOYOTA-HILUX CS 4X4,172298,123943,agribusiness,16
customer_53,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,34838,mining,26
customer_83,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,121832,other,10
customer_16,vehicle_6,TOYOTA-HILUX CS 4X4,172298,132831,other,22
customer_27,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,55143,energy,29
customer_41,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,54299,energy,28
customer_21,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,156599,agribusiness,22
customer_28,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,62227,agribusiness,23
customer_57,vehicle_1,SAVEIRO CS RB MPI,82245,53397,energy,20
customer_40,vehicle_7,HILUX CS DSL 4X4,262854,176905,engineering,15
customer_3,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,106282,engineering,11
customer_74,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,58044,agribusiness,21
customer_19,vehicle_8,GM-S10 CABINE SIMPLES,175555,124870,energy,26
customer_57,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,55346,energy,31
customer_100,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,42624,mining,26
customer_52,vehicle_8,GM-S10 CABINE SIMPLES,175555,117849,engineering,10
customer_6,vehicle_7,HILUX CS DSL 4X4,262854,176254,energy,36
customer_20,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,24710,engineering,5
customer_73,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,56596,engineering,14
customer_58,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,58100,agribusiness,16
customer_38,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,53377,energy,16
customer_99,vehicle_7,HILUX CS DSL 4X4,262854,119409,mining,34
customer_45,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,21470,energy,31
customer_24,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,63678,agribusiness,22
customer_68,vehicle_8,GM-S10 CABINE SIMPLES,175555,89376,mining,28
customer_95,vehicle_8,GM-S10 CABINE SIMPLES,175555,137160,agribusiness,18
customer_54,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,23851,energy,16
customer_54,vehicle_1,SAVEIRO CS RB MPI,82245,53871,energy,21
customer_22,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,21378,energy,26
customer_63,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,43433,energy,23
customer_99,vehicle_6,TOYOTA-HILUX CS 4X4,172298,85020,mining,32
customer_46,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,18502,mining,36
customer_33,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,63483,engineering,10
customer_21,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,141617,agribusiness,14
customer_21,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,25372,agribusiness,15
customer_19,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,100786,energy,33
customer_34,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,145700,agribusiness,20
customer_88,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,55460,energy,23
customer_4,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,141538,agribusiness,24
customer_13,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,69566,other,10
customer_49,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,104160,energy,26
customer_75,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,45543,other,6
customer_46,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,71985,mining,34
customer_21,vehicle_7,HILUX CS DSL 4X4,262854,186870,agribusiness,16
customer_20,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,109161,engineering,15
customer_51,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,33698,mining,22
customer_72,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,76177,mining,34
customer_100,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,43559,mining,30
customer_35,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,32882,mining,17
customer_49,vehicle_8,GM-S10 CABINE SIMPLES,175555,110380,energy,35
customer_23,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,97148,mining,26
customer_34,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,25064,agribusiness,21
customer_20,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,147891,engineering,15
customer_86,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,59828,energy,23
customer_81,vehicle_7,HILUX CS DSL 4X4,262854,171474,energy,23
customer_66,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,56111,energy,20
customer_28,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,50791,agribusiness,12
customer_66,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,105703,energy,26
customer_84,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,151126,other,16
customer_46,vehicle_6,TOYOTA-HILUX CS 4X4,172298,82765,mining,34
customer_40,vehicle_1,SAVEIRO CS RB MPI,82245,59704,engineering,13
customer_57,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,130770,energy,35
customer_69,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,27023,other,19
customer_88,vehicle_8,GM-S10 CABINE SIMPLES,175555,121621,energy,22
customer_47,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,86317,mining,18
customer_14,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,23466,energy,18
customer_21,vehicle_7,HILUX CS DSL 4X4,262854,210099,agribusiness,18
customer_91,vehicle_1,SAVEIRO CS RB MPI,82245,58235,engineering,9
customer_49,vehicle_6,TOYOTA-HILUX CS 4X4,172298,103930,energy,25
customer_55,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,127461,energy,18
customer_47,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,16172,mining,35
customer_82,vehicle_8,GM-S10 CABINE SIMPLES,175555,134210,other,10
customer_63,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,53353,energy,22
customer_68,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,29784,mining,16
customer_39,vehicle_8,GM-S10 CABINE SIMPLES,175555,123907,agribusiness,15
customer_53,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,43027,mining,34
customer_90,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,45151,agribusiness,17
customer_26,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,64480,engineering,12
customer_84,vehicle_7,HILUX CS DSL 4X4,262854,200993,other,21
customer_41,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,55526,energy,19
customer_30,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,45390,agribusiness,23
customer_14,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,21307,energy,25
customer_31,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,43279,engineering,13
customer_98,vehicle_7,HILUX CS DSL 4X4,262854,192750,energy,15
customer_96,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,68886,agribusiness,19
customer_89,vehicle_1,SAVEIRO CS RB MPI,82245,58219,agribusiness,19
customer_43,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,42190,mining,17
customer_46,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,39569,mining,17
customer_98,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,23770,energy,27
customer_95,vehicle_6,TOYOTA-HILUX CS 4X4,172298,122407,agribusiness,24
customer_54,vehicle_7,HILUX CS DSL 4X4,262854,170880,energy,29
customer_15,vehicle_1,SAVEIRO CS RB MPI,82245,56832,energy,13
customer_43,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,48112,mining,31
customer_42,vehicle_8,GM-S10 CABINE SIMPLES,175555,91647,mining,21
customer_81,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,23999,energy,32
customer_52,vehicle_8,GM-S10 CABINE SIMPLES,175555,114555,engineering,8
customer_2,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,69293,agribusiness,15
customer_49,vehicle_8,GM-S10 CABINE SIMPLES,175555,128311,energy,18
customer_78,vehicle_7,HILUX CS DSL 4X4,262854,117081,mining,15
customer_31,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,143314,engineering,13
customer_42,vehicle_7,HILUX CS DSL 4X4,262854,122342,mining,27
customer_8,vehicle_7,HILUX CS DSL 4X4,262854,132102,mining,24
customer_32,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,35213,mining,31
customer_20,vehicle_8,GM-S10 CABINE SIMPLES,175555,130014,engineering,8
customer_97,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,44043,engineering,5
customer_88,vehicle_6,TOYOTA-HILUX CS 4X4,172298,107720,energy,20
customer_18,vehicle_7,HILUX CS DSL 4X4,262854,135901,mining,17
customer_2,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,49794,agribusiness,24
customer_53,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,34613,mining,36
customer_44,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,145819,energy,20
customer_72,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,17471,mining,26
customer_95,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,25104,agribusiness,15
customer_62,vehicle_8,GM-S10 CABINE SIMPLES,175555,125732,engineering,5
customer_73,vehicle_7,HILUX CS DSL 4X4,262854,190514,engineering,8
customer_16,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,24307,other,8
customer_99,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,72520,mining,22
customer_56,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,17135,mining,23
customer_81,vehicle_6,TOYOTA-HILUX CS 4X4,172298,108945,energy,20
customer_34,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,66715,agribusiness,16
customer_25,vehicle_1,SAVEIRO CS RB MPI,82245,61084,other,22
customer_84,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,58902,other,9
customer_5,vehicle_8,GM-S10 CABINE SIMPLES,175555,94474,mining,19
customer_42,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,72983,mining,28
customer_58,vehicle_1,SAVEIRO CS RB MPI,82245,64702,agribusiness,14
customer_84,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,24271,other,6
customer_49,vehicle_7,HILUX CS DSL 4X4,262854,175552,energy,21
customer_100,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,42935,mining,16
customer_44,vehicle_7,HILUX CS DSL 4X4,262854,182074,energy,24
customer_80,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,26656,other,23
customer_14,vehicle_8,GM-S10 CABINE SIMPLES,175555,112209,energy,13
customer_50,vehicle_1,SAVEIRO CS RB MPI,82245,42030,mining,28
customer_41,vehicle_6,TOYOTA-HILUX CS 4X4,172298,117770,energy,22
customer_93,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,58704,other,24
customer_22,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,41372,energy,35
customer_99,vehicle_1,SAVEIRO CS RB MPI,82245,45172,mining,27
customer_86,vehicle_7,HILUX CS DSL 4X4,262854,168433,energy,17
customer_37,vehicle_7,HILUX CS DSL 4X4,262854,202782,agribusiness,12
customer_87,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,60981,engineering,14
customer_33,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,44132,engineering,12
customer_63,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,23326,energy,36
customer_48,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,73531,mining,36
customer_18,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,103349,mining,28
customer_87,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,58412,engineering,11
customer_30,vehicle_6,TOYOTA-HILUX CS 4X4,172298,129466,agribusiness,20
customer_80,vehicle_8,GM-S10 CABINE SIMPLES,175555,137541,other,22
customer_30,vehicle_7,HILUX CS DSL 4X4,262854,208876,agribusiness,15
customer_36,vehicle_6,TOYOTA-HILUX CS 4X4,172298,109387,energy,20
customer_94,vehicle_8,GM-S10 CABINE SIMPLES,175555,123574,engineering,11
customer_38,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,108595,energy,26
customer_93,vehicle_8,GM-S10 CABINE SIMPLES,175555,126015,other,16
customer_42,vehicle_6,TOYOTA-HILUX CS 4X4,172298,84983,mining,17
customer_84,vehicle_6,TOYOTA-HILUX CS 4X4,172298,124923,other,9
customer_82,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,66591,other,16
customer_39,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,117266,agribusiness,13
customer_32,vehicle_1,SAVEIRO CS RB MPI,82245,43565,mining,21
customer_42,vehicle_8,GM-S10 CABINE SIMPLES,175555,91354,mining,36
customer_16,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,128075,other,16
customer_62,vehicle_7,HILUX CS DSL 4X4,262854,185897,engineering,5
customer_31,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,61033,engineering,15
customer_75,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,63046,other,10
customer_11,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,59122,engineering,11
customer_50,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,40379,mining,17
customer_24,vehicle_1,SAVEIRO CS RB MPI,82245,62340,agribusiness,17
customer_22,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,127107,energy,22
customer_66,vehicle_1,SAVEIRO CS RB MPI,82245,49908,energy,34
customer_15,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,111397,energy,14
customer_96,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,45860,agribusiness,14
customer_83,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,63318,other,13
customer_63,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,20583,energy,36
customer_12,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,144450,energy,36
customer_17,vehicle_7,HILUX CS DSL 4X4,262854,203712,other,20
customer_59,vehicle_6,TOYOTA-HILUX CS 4X4,172298,104751,energy,31
customer_4,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,63914,agribusiness,18
customer_27,vehicle_8,GM-S10 CABINE SIMPLES,175555,105652,energy,16
customer_17,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,25556,other,16
customer_24,vehicle_8,GM-S10 CABINE SIMPLES,175555,138832,agribusiness,17
customer_4,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,125764,agribusiness,18
customer_42,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,18303,mining,24
customer_49,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,109908,energy,33
customer_2,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,159880,agribusiness,21
customer_35,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,40400,mining,35
customer_7,vehicle_6,TOYOTA-HILUX CS 4X4,172298,137546,other,15
customer_34,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,121969,agribusiness,16
customer_10,vehicle_1,SAVEIRO CS RB MPI,82245,50538,energy,30
customer_49,vehicle_8,GM-S10 CABINE SIMPLES,175555,119271,energy,31
customer_85,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,22308,energy,36
customer_15,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,57257,energy,35
customer_46,vehicle_8,GM-S10 CABINE SIMPLES,175555,84189,mining,24
customer_78,vehicle_8,GM-S10 CABINE SIMPLES,175555,89194,mining,33
customer_39,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,145185,agribusiness,14
customer_53,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,41364,mining,23
customer_59,vehicle_1,SAVEIRO CS RB MPI,82245,52644,energy,30
customer_86,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,58197,energy,16
customer_33,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,57064,engineering,13
customer_82,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,149256,other,20
customer_16,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,25509,other,7
customer_62,vehicle_6,TOYOTA-HILUX CS 4X4,172298,121014,engineering,8
customer_53,vehicle_7,HILUX CS DSL 4X4,262854,136027,mining,24
customer_83,vehicle_8,GM-S10 CABINE SIMPLES,175555,128429,other,8
customer_19,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,46688,energy,27
customer_41,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,60860,energy,27
customer_68,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,36420,mining,22
customer_36,vehicle_6,TOYOTA-HILUX CS 4X4,172298,105306,energy,16
customer_11,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,107024,engineering,5
customer_78,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,109535,mining,25
customer_36,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,147860,energy,26
customer_67,vehicle_1,SAVEIRO CS RB MPI,82245,57620,energy,27
customer_34,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,24771,agribusiness,14
customer_1,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,119022,agribusiness,21
customer_14,vehicle_1,SAVEIRO CS RB MPI,82245,57780,energy,16
customer_37,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,25409,agribusiness,18
customer_32,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,98570,mining,31
customer_12,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,57427,energy,26
customer_10,vehicle_8,GM-S10 CABINE SIMPLES,175555,108996,energy,29
customer_52,vehicle_1,SAVEIRO CS RB MPI,82245,60905,engineering,10
customer_42,vehicle_6,TOYOTA-HILUX CS 4X4,172298,86793,mining,31
customer_3,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,23971,engineering,12
customer_78,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,31062,mining,21
customer_31,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,115946,engineering,9
customer_56,vehicle_6,TOYOTA-HILUX CS 4X4,172298,91355,mining,32
customer_66,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,136795,energy,21
customer_54,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,148980,energy,27
customer_88,vehicle_8,GM-S10 CABINE SIMPLES,175555,128244,energy,19
customer_33,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,105934,engineering,7
customer_37,vehicle_7,HILUX CS DSL 4X4,262854,205533,agribusiness,13
customer_89,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,115837,agribusiness,17
customer_83,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,160891,other,14
customer_29,vehicle_7,HILUX CS DSL 4X4,262854,123179,mining,15
customer_33,vehicle_6,TOYOTA-HILUX CS 4X4,172298,121707,engineering,13
customer_25,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,25349,other,22
customer_54,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,103959,energy,32
customer_22,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,42089,energy,36
customer_44,vehicle_8,GM-S10 CABINE SIMPLES,175555,129390,energy,35
customer_75,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,156610,other,9
customer_58,vehicle_6,TOYOTA-HILUX CS 4X4,172298,131455,agribusiness,20
customer_89,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,117639,agribusiness,15
customer_28,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,62052,agribusiness,12
customer_25,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,26373,other,10
customer_42,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,75804,mining,17
customer_92,vehicle_7,HILUX CS DSL 4X4,262854,204786,agribusiness,16
customer_62,vehicle_1,SAVEIRO CS RB MPI,82245,55382,engineering,8
customer_21,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,45751,agribusiness,19
customer_28,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,46135,agribusiness,17
customer_82,vehicle_8,GM-S10 CABINE SIMPLES,175555,123976,other,14
customer_57,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,65642,energy,21
customer_50,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,43059,mining,15
customer_99,vehicle_7,HILUX CS DSL 4X4,262854,127701,mining,26
customer_6,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,55403,energy,28
customer_2,vehicle_8,GM-S10 CABINE SIMPLES,175555,139301,agribusiness,12
customer_51,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,36942,mining,16
customer_13,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,49952,other,6
customer_32,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,86093,mining,26
customer_59,vehicle_8,GM-S10 CABINE SIMPLES,175555,120509,energy,26
customer_89,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,26386,agribusiness,13
customer_13,vehicle_8,GM-S10 CABINE SIMPLES,175555,133191,other,8
customer_15,vehicle_7,HILUX CS DSL 4X4,262854,162199,energy,15
customer_99,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,40346,mining,28
customer_59,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,64034,energy,20
customer_37,vehicle_6,TOYOTA-HILUX CS 4X4,172298,128628,agribusiness,23
customer_76,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,80665,mining,34
customer_93,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,148764,other,7
customer_10,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,24252,energy,25
customer_20,vehicle_8,GM-S10 CABINE SIMPLES,175555,130062,engineering,9
customer_66,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,57743,energy,24
customer_21,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,65796,agribusiness,22
customer_16,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,67047,other,13
customer_56,vehicle_1,SAVEIRO CS RB MPI,82245,39292,mining,19
customer_16,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,48980,other,6
customer_15,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,127447,energy,29
customer_81,vehicle_4,FIAT - ARGO DRIVE 1.0,64061,41591,energy,25
customer_24,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,60972,agribusiness,19
customer_9,vehicle_7,HILUX CS DSL 4X4,262854,125747,mining,26
customer_15,vehicle_9,MITSUBISHI-L200 TRITON GL 2.4 D 4X4 MT CD,201850,123119,energy,18
customer_59,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,24705,energy,34
customer_11,vehicle_1,SAVEIRO CS RB MPI,82245,54419,engineering,14
customer_60,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,63141,other,12
customer_13,vehicle_5,DUSTER OROCH EXPRESS 1.6 SCE,88606,66661,other,15
customer_57,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,116047,energy,35
customer_74,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,26606,agribusiness,16
customer_84,vehicle_8,GM-S10 CABINE SIMPLES,175555,126625,other,15
customer_26,vehicle_2,VW-GOL TREND 1.6 FLEX 4P,34083,23752,engineering,7
customer_74,vehicle_1,SAVEIRO CS RB MPI,82245,64274,agribusiness,13
customer_67,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,107360,energy,20
customer_37,vehicle_3,FIAT-NOVA STRADA ENDURANCE CS 1.4,81702,60677,agribusiness,16
customer_20,vehicle_8,GM-S10 CABINE SIMPLES,175555,122955,engineering,14
customer_81,vehicle_10,TOYOTA-HILUX CD 4X4 STANDART,162366,102732,energy,34
customer_81,vehicle_6,TOYOTA-HILUX CS 4X4,172298,122517,energy,19
